InstituteNo,year,institute_type,round_no,quota,pool,institute_short,program_name,program_duration,degree_short,category,opening_rank,closing_rank
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Chemical Engineering,4 Years,B.Tech,GEN,32808,34111
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Chemical Engineering,4 Years,B.Tech,GEN,25665,31147
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Chemical Engineering,4 Years,B.Tech,GEN,32808,34111
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Chemical Engineering,4 Years,B.Tech,GEN,25665,31147
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Chemical Engineering,4 Years,B.Tech,GEN,32808,34111
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Mining Engineering,4 Years,B.Tech,GEN,32826,40019
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Mining Engineering,4 Years,B.Tech,GEN,43090,45430
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Mining Engineering,4 Years,B.Tech,GEN,32826,40019
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Mining Engineering,4 Years,B.Tech,GEN,43090,45430
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Mining Engineering,4 Years,B.Tech,GEN,32826,40019
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Mining Engineering,4 Years,B.Tech,GEN,43090,45430
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Mining Engineering,4 Years,B.Tech,GEN,32826,40019
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Mining Engineering,4 Years,B.Tech,GEN,43090,45430
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Mining Engineering,4 Years,B.Tech,GEN,32826,40019
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Mining Engineering,4 Years,B.Tech,GEN,43090,45430
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Mining Engineering,4 Years,B.Tech,GEN,32826,40019
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Mining Engineering,4 Years,B.Tech,GEN,43090,45430
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Ceramic Engineering,4 Years,B.Tech,GEN,20086,31192
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Ceramic Engineering,4 Years,B.Tech,GEN,34843,35168
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Ceramic Engineering,4 Years,B.Tech,GEN,20086,31192
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Ceramic Engineering,4 Years,B.Tech,GEN,34843,35168
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Ceramic Engineering,4 Years,B.Tech,GEN,20086,31192
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Ceramic Engineering,4 Years,B.Tech,GEN,34843,35168
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Ceramic Engineering,4 Years,B.Tech,GEN,20086,31192
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Ceramic Engineering,4 Years,B.Tech,GEN,34843,35168
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Ceramic Engineering,4 Years,B.Tech,GEN,20086,31192
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Ceramic Engineering,4 Years,B.Tech,GEN,34843,35168
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Ceramic Engineering,4 Years,B.Tech,GEN,20086,31192
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Ceramic Engineering,4 Years,B.Tech,GEN,34843,35168
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Ceramic Engineering and M.Tech Industrial Ceramic,5 Years,Btech + M.Tech (IDD),GEN,31385,31641
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemical Engineering,4 Years,B.Tech,GEN,11705,16272
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Chemical Engineering,4 Years,B.Tech,GEN,18566,20907
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemical Engineering,5 Years,Btech + M.Tech (IDD),GEN,22811,22946
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemistry,5 Years,Int Msc.,GEN,23877,29865
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Ceramic Engineering and M.Tech Industrial Ceramic,5 Years,Btech + M.Tech (IDD),GEN,31385,31641
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemical Engineering,4 Years,B.Tech,GEN,11705,16272
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Chemical Engineering,4 Years,B.Tech,GEN,18566,20907
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemical Engineering,5 Years,Btech + M.Tech (IDD),GEN,22811,22946
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemistry,5 Years,Int Msc.,GEN,23877,29865
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Ceramic Engineering and M.Tech Industrial Ceramic,5 Years,Btech + M.Tech (IDD),GEN,31385,31641
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemical Engineering,4 Years,B.Tech,GEN,11705,16272
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Chemical Engineering,4 Years,B.Tech,GEN,18566,20907
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemical Engineering,5 Years,Btech + M.Tech (IDD),GEN,22811,22946
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemistry,5 Years,Int Msc.,GEN,23877,29865
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Ceramic Engineering and M.Tech Industrial Ceramic,5 Years,Btech + M.Tech (IDD),GEN,31385,31641
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemical Engineering,4 Years,B.Tech,GEN,11705,16272
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Chemical Engineering,4 Years,B.Tech,GEN,18566,20907
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemical Engineering,5 Years,Btech + M.Tech (IDD),GEN,22811,22946
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemistry,5 Years,Int Msc.,GEN,23877,29865
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Ceramic Engineering and M.Tech Industrial Ceramic,5 Years,Btech + M.Tech (IDD),GEN,31385,31641
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemical Engineering,4 Years,B.Tech,GEN,11705,16272
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Chemical Engineering,4 Years,B.Tech,GEN,18566,20907
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemical Engineering,5 Years,Btech + M.Tech (IDD),GEN,22811,22946
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemistry,5 Years,Int Msc.,GEN,23877,29865
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Ceramic Engineering and M.Tech Industrial Ceramic,5 Years,Btech + M.Tech (IDD),GEN,31385,31641
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemical Engineering,4 Years,B.Tech,GEN,11705,16272
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Chemical Engineering,4 Years,B.Tech,GEN,18566,20907
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemical Engineering,5 Years,Btech + M.Tech (IDD),GEN,22811,22946
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Chemistry,5 Years,Int Msc.,GEN,23877,29865
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Mining Engineering,4 Years,B.Tech,GEN,21085,28088
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Mining Engineering,4 Years,B.Tech,GEN,37800,39036
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Mining Engineering,5 Years,Btech + M.Tech (IDD),GEN,25947,29090
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Mining Engineering,4 Years,B.Tech,GEN,21085,28088
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Mining Engineering,4 Years,B.Tech,GEN,37800,39036
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Mining Engineering,5 Years,Btech + M.Tech (IDD),GEN,25947,29090
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Mining Engineering,4 Years,B.Tech,GEN,21085,28088
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Mining Engineering,4 Years,B.Tech,GEN,37800,39036
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Mining Engineering,5 Years,Btech + M.Tech (IDD),GEN,25947,29090
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Mining Engineering,4 Years,B.Tech,GEN,21085,28088
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Mining Engineering,4 Years,B.Tech,GEN,37800,39036
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Mining Engineering,5 Years,Btech + M.Tech (IDD),GEN,25947,29090
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Mining Engineering,4 Years,B.Tech,GEN,21085,28088
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Mining Engineering,4 Years,B.Tech,GEN,37800,39036
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Mining Engineering,5 Years,Btech + M.Tech (IDD),GEN,25947,29090
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Mining Engineering,4 Years,B.Tech,GEN,21085,28088
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Mining Engineering,4 Years,B.Tech,GEN,37800,39036
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Mining Engineering,5 Years,Btech + M.Tech (IDD),GEN,25947,29090
27,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,GEN,34849,41530
27,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,GEN,41021,45475
27,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,GEN,34849,41530
27,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,GEN,41021,45475
27,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,GEN,34849,41530
27,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,GEN,41021,45475
27,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,GEN,34849,41530
27,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,GEN,41021,45475
27,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,GEN,34849,41530
27,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,GEN,41021,45475
27,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,GEN,34849,41530
27,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,GEN,41021,45475
